1,2,5,3
"Counter({'2\n': 19, '1\n': 13})","Counter({'2\n': 42, '1\n': 22, '5\n': 2})","Counter({'2\n': 19, '1\n': 2, '3\n': 2, '5\n': 1})","Counter({'2\n': 31, '1\n': 8, '3\n': 1})"
