1,2,5,3
"Counter({'2\n': 18, '1\n': 13})","Counter({'2\n': 44, '1\n': 22, '5\n': 3})","Counter({'2\n': 20, '1\n': 3, '3\n': 3, '5\n': 1})","Counter({'2\n': 29, '1\n': 8, '3\n': 1})"
